No,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5,pm2.5_pre
10266,-13,11,1019,SE,12.07,0,0,55,55
10267,-12,8,1019,SE,16.09,0,0,58,58
10268,-10,7,1020,SE,17.88,0,0,68,68
10269,-10,6,1020,SE,19.67,0,0,91,91
10270,-9,6,1020,SE,21.46,0,0,89,89
10271,-9,5,1020,SE,25.48,0,0,59,59
10272,-9,5,1019,SE,29.5,0,0,66,66
10273,-8,6,1018,SE,34.42,0,0,69,69
10274,-8,6,1018,SE,39.34,0,0,56,56
10275,-8,5,1018,SE,43.36,0,0,61,61
10276,-7,5,1017,SE,47.38,0,0,62,62
10277,-7,5,1018,SE,52.3,0,0,74,74
10278,1,5,1017,SE,55.43,0,0,82,82
10279,-5,4,1016,SE,57.22,0,0,77,77
10280,-5,2,1016,SE,58.11,0,0,82,82
10281,-4,4,1017,SE,61.24,0,0,79,79
10282,-5,6,1017,SE,64.37,0,0,91,91
10283,-5,7,1017,cv,0.89,0,0,96,96
10284,-5,8,1017,cv,1.78,0,0,109,109
10285,-5,9,1016,cv,2.67,0,0,106,106
10286,-4,11,1015,cv,4.46,0,0,109,109
10287,-4,12,1014,SE,3.13,0,0,136,136
10288,-4,13,1014,SE,7.15,0,0,133,133
10289,-5,13,1014,SE,11.17,0,0,92,92
10290,-5,13,1014,SE,12.96,0,0,90,90
10291,-5,10,1015,cv,0.89,0,0,92,92
10292,-4,7,1016,NE,1.79,0,0,108,108
10293,-5,6,1017,cv,0.89,0,0,122,122
10294,-4,4,1018,NW,1.79,0,0,130,130
10295,-4,3,1019,cv,0.89,0,0,142,142
10296,-9,6,1020,NW,3.13,0,0,129,129
10297,-11,6,1021,NW,6.26,0,0,55,55
10298,-12,7,1021,NW,9.39,0,0,20,20
10299,-12,8,1021,NW,14.31,0,0,15,15
10300,-12,7,1022,NW,21.46,0,0,14,14
10301,-11,7,1022,NW,31.29,0,0,12,12
10302,-10,6,1022,NW,40.23,0,0,12,12
10303,-10,5,1024,NW,51.41,0,0,24,24
10304,-10,5,1025,NW,58.56,0,0,6,6
10305,-10,5,1026,NW,63.48,0,0,19,19
10306,-10,5,1026,NW,67.5,0,0,13,13
10307,-11,7,1026,NW,74.65,0,0,18,18
10308,-13,8,1026,NE,7.15,0,0,14,14
10309,-16,10,1026,NW,8.94,0,0,16,16
10310,-16,10,1024,NE,5.81,0,0,15,15
10311,-16,11,1023,NW,5.81,0,0,11,11
10312,-16,11,1024,NW,11.62,0,0,12,12
10313,-17,11,1023,NE,4.92,0,0,17,17
10314,-17,10,1023,NE,8.94,0,0,14,14
10315,-17,9,1023,NW,7.15,0,0,10,10
10316,-16,7,1024,NW,12.96,0,0,7,7
10317,-16,4,1025,NW,17.88,0,0,NA,NA
10318,-18,5,1026,NW,22.8,0,0,NA,NA
10319,-18,4,1026,NW,25.93,0,0,NA,NA
10320,-16,1,1027,NW,27.72,0,0,NA,NA
10321,-15,3,1027,NW,30.85,0,0,NA,NA
10322,-13,2,1027,NW,32.64,0,0,NA,NA
10323,-13,4,1026,NW,37.56,0,0,NA,NA
10324,-14,3,1026,NW,44.71,0,0,9,9
10325,-15,3,1026,NW,50.52,0,0,11,11
10326,-15,1,1026,cv,0.89,0,0,20,20
10327,-16,1,1026,NW,4.02,0,0,14,14
10328,-16,2,1026,NW,8.94,0,0,16,16
10329,-14,4,1027,NW,16.09,0,0,21,21
10330,-14,5,1027,NW,24.14,0,0,17,17
10331,-14,7,1026,NW,32.19,0,0,15,15
10332,-14,8,1025,NW,39.34,0,0,15,15
10333,-14,9,1024,NW,47.39,0,0,19,19
10334,-14,10,1022,NW,55.44,0,0,15,15
10335,-14,11,1021,NW,62.59,0,0,12,12
10336,-14,10,1020,NW,72.42,0,0,22,22
10337,-17,10,1020,NW,81.36,0,0,16,16
10338,-18,10,1020,NW,90.3,0,0,22,22
10339,-17,9,1020,NW,99.24,0,0,9,9
10340,-16,7,1020,NW,104.16,0,0,16,16
10341,-15,7,1020,NW,108.18,0,0,23,23
10342,-15,4,1020,NW,109.97,0,0,46,46
10343,-15,6,1021,NW,114.89,0,0,35,35
10344,-15,5,1021,NW,122.04,0,0,33,33
10345,-16,5,1022,NW,129.19,0,0,NA,NA
10346,-17,4,1022,NW,135,0,0,25,25
10347,-16,2,1021,NW,139.92,0,0,10,10
10348,-18,4,1021,NW,147.97,0,0,11,11
10349,-16,3,1022,NW,153.78,0,0,13,13
10350,-15,2,1022,NW,158.7,0,0,14,14
10351,-15,2,1023,NW,164.51,0,0,18,18
10352,-15,2,1023,NW,170.32,0,0,16,16
10353,-16,4,1024,NW,178.37,0,0,21,21
10354,-15,5,1024,NW,185.52,0,0,19,19
10355,-15,5,1024,NE,4.92,0,0,20,20
10356,-16,6,1024,NE,8.94,0,0,16,16
10357,-17,8,1023,cv,1.79,0,0,17,17
10358,-18,8,1022,NW,3.13,0,0,19,19
10359,-17,9,1021,cv,1.79,0,0,16,16
10360,-16,8,1021,SE,3.13,0,0,21,21
10361,-16,9,1021,SE,4.92,0,0,24,24
10362,-16,9,1021,cv,0.89,0,0,24,24
10363,-15,7,1021,NE,3.13,0,0,16,16
10364,-17,6,1023,NW,3.13,0,0,15,15
10365,-19,7,1024,NW,8.05,0,0,18,18
10366,-18,5,1025,NW,11.18,0,0,14,14
10367,-17,6,1026,NW,16.1,0,0,10,10
10368,-17,5,1027,NW,24.15,0,0,7,7
10369,-16,4,1028,NW,29.07,0,0,NA,NA
10370,-16,4,1029,NW,36.22,0,0,6,6
10371,-16,3,1030,NW,42.03,0,0,7,7
10372,-16,2,1029,NW,47.84,0,0,7,7
10373,-16,2,1030,NW,53.65,0,0,9,9
10374,-15,2,1030,NW,58.57,0,0,10,10
10375,-14,-2,1030,NW,61.7,0,0,19,19
10376,-12,1,1031,NE,0.89,0,0,31,31
10377,-14,2,1031,NE,2.68,0,0,35,35
10378,-15,5,1031,NW,1.79,0,0,34,34
10379,-16,6,1031,NW,3.58,0,0,21,21
10380,-16,8,1030,NW,6.71,0,0,19,19
10381,-17,9,1029,NW,12.52,0,0,15,15
10382,-17,11,1028,NW,18.33,0,0,17,17
10383,-17,12,1026,NW,25.48,0,0,16,16
10384,-17,12,1025,NW,34.42,0,0,24,24
10385,-19,12,1024,NW,43.36,0,0,17,17
10386,-18,12,1024,NW,52.3,0,0,12,12
10387,-17,12,1023,NW,57.22,0,0,12,12
10388,-17,11,1024,NW,59.01,0,0,18,18
10389,-15,9,1024,SE,4.02,0,0,34,34
10390,-15,9,1024,SE,7.15,0,0,35,35
10391,-15,8,1024,SE,8.94,0,0,36,36
10392,-14,7,1023,SE,12.07,0,0,46,46
10393,-13,5,1023,cv,1.79,0,0,66,66
10394,-11,0,1024,NW,1.79,0,0,51,51
10395,-13,0,1024,NW,4.92,0,0,58,58
10396,-11,-1,1024,NE,0.89,0,0,79,79
10397,-11,-1,1024,NW,3.13,0,0,80,80
10398,-12,-1,1024,NW,4.92,0,0,74,74
10399,-12,-1,1024,NW,6.71,0,0,72,72
10400,-11,-2,1025,cv,0.89,0,0,83,83
10401,-12,3,1025,cv,1.78,0,0,112,112
10402,-12,7,1025,NE,1.79,0,0,61,61
10403,-14,10,1025,NE,3.58,0,0,54,54
10404,-15,12,1024,cv,0.89,0,0,46,46
10405,-14,13,1023,cv,4.02,0,0,36,36
10406,-14,14,1022,NW,3.13,0,0,27,27
10407,-15,16,1020,NW,11.18,0,0,19,19
10408,-14,16,1019,NW,18.33,0,0,26,26
10409,-14,16,1019,NW,24.14,0,0,22,22
10410,-15,16,1018,NW,29.06,0,0,14,14
10411,-15,13,1019,NW,32.19,0,0,9,9
10412,-16,10,1020,NW,37.11,0,0,26,26
10413,-17,10,1021,NE,0.89,0,0,25,25
10414,-17,8,1021,NE,2.68,0,0,38,38
10415,-17,9,1022,NW,1.79,0,0,43,43
10416,-15,6,1022,NE,1.79,0,0,48,48
10417,-16,6,1022,NW,1.79,0,0,48,48
10418,-14,2,1022,cv,0.89,0,0,47,47
10419,-14,1,1022,NW,1.79,0,0,40,40
10420,-14,1,1021,NW,4.92,0,0,40,40
10421,-12,0,1021,cv,0.89,0,0,44,44
10422,-9,-1,1021,NE,0.89,0,0,26,26
10423,-10,-1,1021,NW,1.79,0,0,26,26
10424,-13,0,1021,NW,3.58,0,0,30,30
10425,-12,3,1021,NW,4.47,0,0,85,85
10426,-12,6,1021,cv,0.89,0,0,92,92
10427,-13,9,1020,SE,3.13,0,0,99,99
10428,-13,10,1019,SE,6.26,0,0,109,109
10429,-13,11,1018,SE,9.39,0,0,92,92
10430,-14,12,1016,SE,12.52,0,0,80,80
10431,-13,14,1015,SE,15.65,0,0,85,85
10432,-11,14,1013,SE,19.67,0,0,95,95
10433,-9,13,1013,SE,22.8,0,0,116,116
10434,-7,13,1012,SE,25.93,0,0,110,110
10435,-7,10,1012,cv,0.89,0,0,108,108
10436,-7,8,1012,cv,1.78,0,0,132,132
10437,-7,6,1012,cv,2.67,0,0,156,156
10438,-6,5,1012,SE,1.79,0,0,166,166
10439,-5,5,1012,SE,3.58,0,0,196,196
10440,-6,5,1012,cv,0.89,0,0,209,209
10441,-6,5,1012,cv,1.78,0,0,263,263
10442,-5,3,1012,SE,0.89,0,0,248,248
10443,-3,2,1011,SE,1.78,0,0,253,253
10444,-4,3,1010,cv,0.45,0,0,258,258
10445,-4,2,1009,cv,0.9,0,0,263,263
10446,-3,1,1009,cv,1.35,0,0,266,266
10447,-5,1,1009,NW,1.79,0,0,274,274
10448,-5,2,1010,NW,3.58,0,0,272,272
10449,-4,3,1010,NW,5.37,0,0,271,271
10450,-5,6,1010,NE,1.79,0,0,250,250
10451,-5,9,1010,cv,0.89,0,0,254,254
10452,-5,11,1009,cv,1.78,0,0,243,243
10453,-4,13,1008,SE,1.79,0,0,241,241
10454,-3,14,1008,SE,3.58,0,0,241,241
10455,-3,16,1007,SE,6.71,0,0,236,236
10456,-3,17,1007,SE,9.84,0,0,225,225
10457,-3,17,1007,SE,12.97,0,0,225,225
10458,-3,16,1007,SE,14.76,0,0,228,228
10459,-3,13,1007,SE,15.65,0,0,272,272
10460,-2,11,1008,SE,16.54,0,0,272,272
10461,-2,10,1008,NE,0.89,0,0,367,367
10462,-1,7,1009,SE,0.89,0,0,416,416
10463,-2,6,1009,NE,0.89,0,0,415,415
10464,-2,6,1009,cv,0.89,0,0,360,360
10465,-3,4,1009,NE,0.89,0,0,379,379
10466,-2,4,1009,cv,0.89,0,0,377,377
10467,-2,4,1009,NW,1.79,0,0,400,400
10468,-2,4,1008,NW,3.58,0,0,368,368
10469,-3,3,1008,cv,0.89,0,0,351,351
10470,-2,3,1008,cv,1.78,0,0,339,339
10471,-3,4,1009,NW,1.79,0,0,320,320
10472,-2,4,1010,NW,3.58,0,0,339,339
10473,-2,6,1010,NW,7.6,0,0,332,332
10474,-2,9,1011,NW,10.73,0,0,318,318
10475,-3,13,1012,NW,14.75,0,0,267,267
10476,-4,15,1012,NW,19.67,0,0,164,164
10477,-5,18,1012,NW,25.48,0,0,42,42
10478,-6,19,1012,NW,32.63,0,0,27,27
10479,-6,19,1011,NW,39.78,0,0,31,31
10480,-6,18,1012,NW,48.72,0,0,25,25
10481,-6,17,1013,NW,57.66,0,0,24,24
10482,-6,15,1015,NE,8.05,0,0,20,20
10483,-9,12,1018,NE,17.88,0,0,16,16
10484,-11,10,1020,NE,27.71,0,0,16,16
10485,-12,9,1023,NW,8.94,0,0,17,17
10486,-12,8,1024,NE,9.83,0,0,13,13
10487,-15,7,1025,NW,11.18,0,0,11,11
10488,-16,7,1026,NW,21.01,0,0,9,9
10489,-14,6,1027,NE,7.15,0,0,8,8
10490,-16,6,1028,NE,15.2,0,0,6,6
10491,-15,5,1028,NW,7.15,0,0,7,7
10492,-15,5,1029,NW,12.96,0,0,9,9
10493,-15,5,1029,NW,17.88,0,0,8,8
10494,-15,4,1030,NW,21.9,0,0,8,8
10495,-15,4,1030,NW,26.82,0,0,8,8
10496,-15,4,1031,NW,31.74,0,0,8,8
10497,-15,5,1031,NW,38.89,0,0,12,12
10498,-16,6,1031,NW,46.04,0,0,21,21
10499,-19,6,1031,NW,54.09,0,0,18,18
10500,-19,7,1030,NW,62.14,0,0,13,13
10501,-19,8,1030,NW,71.97,0,0,25,25
10502,-20,8,1029,NW,79.12,0,0,22,22
10503,-18,9,1028,NW,84.93,0,0,21,21
10504,-19,9,1027,NW,92.08,0,0,23,23
10505,-20,8,1027,NW,100.13,0,0,25,25
10506,-20,8,1027,NW,108.18,0,0,17,17
10507,-19,8,1027,NW,115.33,0,0,12,12
10508,-18,8,1027,NW,120.25,0,0,16,16
10509,-17,8,1028,NW,128.3,0,0,18,18
10510,-18,7,1029,NW,140.37,0,0,17,17
10511,-18,6,1030,NW,155.57,0,0,17,17
10512,-19,5,1031,NW,165.4,0,0,14,14
10513,-18,5,1031,NW,173.45,0,0,16,16
10514,-17,4,1030,NW,181.5,0,0,17,17
10515,-17,3,1030,NW,189.55,0,0,9,9
10516,-16,3,1029,NW,196.7,0,0,9,9
10517,-16,2,1029,NW,203.85,0,0,9,9
10518,-18,2,1029,NW,215.03,0,0,11,11
10519,-19,2,1030,NW,224.86,0,0,14,14
10520,-19,1,1030,NW,233.8,0,0,13,13
10521,-19,2,1031,NW,242.74,0,0,12,12
10522,-19,3,1031,NW,252.57,0,0,16,16
10523,-20,4,1030,NW,261.51,0,0,11,11
10524,-20,6,1028,NW,267.32,0,0,18,18
10525,-19,6,1027,NW,271.34,0,0,21,21
10526,-20,7,1026,NW,274.47,0,0,22,22
10527,-19,9,1024,NW,280.28,0,0,23,23
10528,-19,9,1023,NW,286.09,0,0,16,16
10529,-19,10,1022,NW,295.92,0,0,21,21
10530,-19,9,1022,NW,305.75,0,0,19,19
10531,-18,9,1022,NW,312.9,0,0,19,19
10532,-19,7,1023,NW,321.84,0,0,18,18
10533,-16,6,1025,NW,331.67,0,0,16,16
10534,-16,5,1026,NW,339.72,0,0,14,14
10535,-15,5,1026,NW,345.53,0,0,23,23
10536,-17,5,1026,NW,351.34,0,0,16,16
10537,-16,4,1026,NW,356.26,0,0,18,18
10538,-15,1,1026,cv,0.89,0,0,17,17
10539,-13,1,1026,NE,3.13,0,0,7,7
10540,-13,1,1025,NW,1.79,0,0,7,7
10541,-11,0,1025,NE,4.02,0,0,19,19
10542,-11,-1,1026,NE,7.15,0,0,15,15
10543,-13,-1,1026,cv,0.89,0,0,23,23
10544,-11,-2,1026,SE,1.79,0,0,24,24
10545,-15,2,1027,NE,3.13,0,0,19,19
10546,-14,3,1027,NE,4.92,0,0,33,33
10547,-14,6,1026,SE,1.79,0,0,32,32
10548,-14,6,1026,NW,1.79,0,0,30,30
10549,-14,7,1025,cv,1.79,0,0,26,26
10550,-14,9,1024,SE,4.02,0,0,45,45
10551,-13,10,1022,SE,8.04,0,0,40,40
10552,-13,11,1021,SE,12.96,0,0,37,37
10553,-13,11,1021,SE,16.98,0,0,27,27
10554,-13,10,1020,SE,21,0,0,27,27
10555,-13,9,1020,SE,25.02,0,0,44,44
10556,-12,7,1021,SE,26.81,0,0,79,79
10557,-11,5,1021,SE,28.6,0,0,117,117
10558,-12,4,1021,SE,30.39,0,0,70,70
10559,-11,3,1022,cv,0.89,0,0,76,76
10560,-13,2,1022,cv,1.78,0,0,90,90
10561,-12,1,1021,NE,0.89,0,0,105,105
10562,-9,2,1021,SE,1.79,0,0,125,125
10563,-7,2,1021,SE,4.92,0,0,138,138
10564,-8,1,1021,NW,0.89,0,0,128,128
10565,-9,-1,1021,NW,2.68,0,0,110,110
10566,-10,-2,1021,NW,4.47,0,0,109,109
10567,-9,-3,1021,NW,6.26,0,0,105,105
10568,-9,-2,1021,NW,7.15,0,0,104,104
10569,-9,2,1021,NE,0.89,0,0,107,107
10570,-6,5,1021,SE,1.79,0,0,101,101
10571,-6,8,1020,cv,1.79,0,0,115,115
10572,-6,10,1020,SE,3.13,0,0,116,116
10573,-5,11,1019,cv,1.79,0,0,132,132
10574,-5,13,1018,SE,4.02,0,0,135,135
10575,-6,15,1016,SE,7.15,0,0,123,123
10576,-8,16,1015,SE,11.17,0,0,112,112
10577,-10,17,1014,SE,15.19,0,0,96,96
10578,-12,16,1014,SE,19.21,0,0,96,96
10579,-10,14,1013,cv,0.89,0,0,90,90
10580,-9,9,1013,SE,1.79,0,0,99,99
10581,-9,9,1014,SE,2.68,0,0,126,126
10582,-8,7,1014,cv,0.89,0,0,NA,NA
10583,-8,8,1014,SE,3.13,0,0,NA,NA
10584,-7,7,1013,cv,0.89,0,0,NA,NA
10585,-6,5,1013,SE,3.13,0,0,NA,NA
10586,-6,7,1013,SE,6.26,0,0,NA,NA
10587,-7,7,1012,cv,0.89,0,0,NA,NA
10588,-6,4,1012,NW,1.79,0,0,NA,NA
10589,-5,5,1012,cv,0.45,0,0,NA,NA
10590,-6,3,1011,NW,1.79,0,0,NA,NA
10591,-5,3,1012,NE,1.79,0,0,NA,NA
10592,-4,6,1011,NE,3.58,0,0,NA,NA
10593,-4,7,1012,NE,5.37,0,0,NA,NA
10594,-4,8,1013,cv,0.89,0,0,NA,NA
10595,-4,9,1013,cv,1.78,0,0,NA,NA
10596,-5,11,1013,cv,2.67,0,0,NA,NA
10597,-10,13,1013,NW,13.86,0,0,NA,NA
10598,-17,15,1012,NW,25.04,0,0,NA,NA
10599,-17,15,1012,NW,38,0,0,NA,NA
10600,-15,15,1012,NW,50.07,0,0,NA,NA
10601,-14,14,1013,NW,63.03,0,0,NA,NA
10602,-14,13,1013,NW,70.18,0,0,NA,NA
10603,-14,13,1014,NW,78.23,0,0,NA,NA
10604,-12,11,1016,NW,85.38,0,0,NA,NA
10605,-12,10,1017,NW,91.19,0,0,NA,NA
10606,-11,8,1019,NW,94.32,0,0,NA,NA
10607,-11,5,1018,NE,3.13,0,0,NA,NA
10608,-12,6,1018,NW,1.79,0,0,NA,NA
10609,-10,3,1019,cv,0.45,0,0,NA,NA
10610,-9,2,1018,cv,1.34,0,0,NA,NA
10611,-11,2,1018,NE,1.79,0,0,NA,NA
10612,-10,2,1018,cv,0.89,0,0,NA,NA
10613,-10,2,1018,SE,1.79,0,0,NA,NA
10614,-8,0,1019,cv,0.89,0,0,NA,NA
10615,-10,2,1019,NW,1.79,0,0,NA,NA
10616,-8,0,1020,cv,0.89,0,0,NA,NA
10617,-6,3,1021,cv,1.34,0,0,NA,NA
10618,-7,5,1021,SE,1.79,0,0,NA,NA
10619,-8,7,1020,SE,3.58,0,0,NA,NA
10620,-8,10,1020,SE,5.37,0,0,NA,NA
10621,-10,13,1019,SE,7.16,0,0,NA,NA
10622,-11,13,1018,SE,11.18,0,0,NA,NA
10623,-12,15,1016,SE,16.1,0,0,NA,NA
10624,-12,14,1015,SE,21.02,0,0,NA,NA
10625,-12,14,1014,SE,25.94,0,0,NA,NA
10626,-9,13,1014,SE,29.07,0,0,NA,NA
10627,-8,12,1014,SE,32.2,0,0,NA,NA
10628,-7,11,1015,SE,36.22,0,0,NA,NA
10629,-7,10,1015,SE,39.35,0,0,NA,NA
10630,-7,9,1015,SE,43.37,0,0,NA,NA
10631,-6,8,1015,SE,45.16,0,0,NA,NA
10632,-5,7,1015,SE,46.95,0,0,NA,NA
10633,-4,7,1015,SE,50.08,0,0,NA,NA
10634,-5,7,1014,SE,54.1,0,0,NA,NA
10635,-5,7,1015,cv,0.89,0,0,NA,NA
10636,-4,6,1014,cv,1.78,0,0,NA,NA
10637,-5,5,1013,SE,1.79,0,0,NA,NA
10638,-4,4,1013,NE,0.89,0,0,NA,NA
10639,-5,5,1015,NW,0.89,0,0,NA,NA
10640,-4,4,1016,SE,1.79,0,0,NA,NA
10641,-3,6,1017,cv,0.89,0,0,NA,NA
10642,-6,8,1016,SE,3.13,0,0,NA,NA
10643,-4,9,1018,SE,8.05,0,0,NA,NA
10644,-3,10,1017,SE,12.97,0,0,NA,NA
10645,-3,10,1017,SE,18.78,0,0,NA,NA
10646,-4,10,1016,SE,23.7,0,0,NA,NA
10647,-4,10,1016,SE,28.62,0,0,NA,NA
10648,-4,10,1015,SE,34.43,0,0,NA,NA
10649,-5,9,1015,SE,40.24,0,0,NA,NA
10650,-5,8,1015,SE,46.05,0,0,NA,NA
10651,-5,6,1015,SE,50.07,0,0,NA,NA
10652,-6,5,1016,SE,53.2,0,0,NA,NA
10653,-5,4,1017,SE,57.22,0,0,NA,NA
10654,-5,4,1018,SE,60.35,0,0,NA,NA
10655,-6,3,1019,SE,62.14,0,0,NA,NA
10656,-5,3,1021,cv,0.45,0,0,NA,NA
10657,-6,0,1021,NE,0.89,0,0,NA,NA
10658,-6,1,1022,NW,0.89,0,0,NA,NA
10659,-4,-1,1022,NE,0.89,0,0,NA,NA
10660,-5,-1,1023,NW,3.13,0,0,NA,NA
10661,-5,-1,1022,NW,6.26,0,0,NA,NA
10662,-10,4,1024,NW,13.41,0,0,NA,NA
10663,-13,3,1025,NW,18.33,0,0,NA,NA
10664,-16,4,1027,NW,26.38,0,0,NA,NA
10665,-16,4,1028,NW,33.53,0,0,NA,NA
10666,-21,3,1029,NW,40.68,0,0,NA,NA
10667,-22,4,1029,NW,49.62,0,0,NA,NA
10668,-23,5,1028,NW,55.43,0,0,NA,NA
10669,-22,7,1028,NW,59.45,0,0,NA,NA
10670,-23,8,1027,NW,69.28,0,0,NA,NA
10671,-23,9,1026,NW,78.22,0,0,NA,NA
10672,-22,9,1025,NW,85.37,0,0,NA,NA
10673,-24,9,1025,NW,93.42,0,0,13,13
10674,-23,9,1025,NW,100.57,0,0,13,13
10675,-22,8,1025,NW,107.72,0,0,28,28
10676,-21,7,1027,NW,116.66,0,0,33,33
10677,-21,6,1028,NW,124.71,0,0,14,14
10678,-23,4,1030,NW,132.76,0,0,20,20
10679,-24,4,1031,NW,142.59,0,0,23,23
10680,-24,3,1031,NW,150.64,0,0,24,24
10681,-24,3,1031,NW,159.58,0,0,17,17
10682,-24,2,1031,NW,166.73,0,0,12,12
10683,-24,2,1031,NW,173.88,0,0,12,12
10684,-24,2,1031,NW,182.82,0,0,9,9
10685,-23,1,1031,NW,186.84,0,0,8,8
10686,-22,0,1031,NW,189.97,0,0,9,9
10687,-19,-1,1032,SE,3.13,0,0,15,15
10688,-22,1,1031,NW,3.13,0,0,13,13
10689,-22,3,1031,NW,7.15,0,0,13,13
10690,-21,6,1031,NW,11.17,0,0,12,12
10691,-20,7,1030,NW,16.09,0,0,13,13
10692,-20,8,1029,NW,21.9,0,0,14,14
10693,-20,8,1028,NW,29.95,0,0,12,12
10694,-19,10,1026,NW,35.76,0,0,18,18
10695,-19,10,1025,NW,43.81,0,0,11,11
10696,-19,10,1025,NW,51.86,0,0,22,22
10697,-19,11,1024,NW,59.91,0,0,19,19
10698,-19,11,1024,NW,68.85,0,0,14,14
10699,-19,10,1024,NW,76,0,0,12,12
10700,-20,6,1024,NW,79.13,0,0,17,17
10701,-19,7,1025,NW,80.92,0,0,24,24
10702,-19,5,1026,NW,84.05,0,0,41,41
10703,-20,7,1026,NW,88.97,0,0,60,60
10704,-19,3,1026,NW,90.76,0,0,21,21
10705,-17,1,1027,NW,94.78,0,0,30,30
10706,-18,1,1027,NW,98.8,0,0,23,23
10707,-17,1,1027,NW,102.82,0,0,20,20
10708,-16,-1,1027,NW,105.95,0,0,24,24
10709,-19,3,1026,NW,110.87,0,0,24,24
10710,-18,2,1026,NW,114.89,0,0,20,20
10711,-18,2,1026,NW,118.02,0,0,20,20
10712,-17,4,1027,NW,122.04,0,0,20,20
10713,-18,6,1027,NW,127.85,0,0,30,30
10714,-18,7,1027,NW,133.66,0,0,25,25
10715,-18,8,1027,NW,137.68,0,0,12,12
10716,-18,9,1026,NW,142.6,0,0,20,20
10717,-18,10,1025,NW,144.39,0,0,16,16
10718,-17,10,1023,NW,147.52,0,0,19,19
10719,-16,11,1021,NW,151.54,0,0,16,16
10720,-17,10,1021,SE,5.81,0,0,18,18
10721,-17,10,1020,SE,9.83,0,0,22,22
10722,-17,10,1020,SE,11.62,0,0,16,16
10723,-14,9,1021,NW,1.79,0,0,22,22
10724,-13,10,1021,NW,4.92,0,0,28,28
10725,-12,10,1022,NW,8.94,0,0,32,32
10726,-12,9,1023,NW,14.75,0,0,23,23
10727,-12,9,1023,NW,20.56,0,0,24,24
10728,-18,8,1024,NW,27.71,0,0,15,15
10729,-20,7,1024,NW,35.76,0,0,NA,NA
10730,-20,6,1025,NW,42.91,0,0,13,13
10731,-21,6,1025,NW,52.74,0,0,13,13
10732,-21,4,1025,NW,60.79,0,0,10,10
10733,-21,4,1025,NW,68.84,0,0,8,8
10734,-20,3,1026,NW,78.67,0,0,9,9
10735,-20,3,1027,NW,86.72,0,0,8,8
10736,-20,3,1027,NW,95.66,0,0,10,10
10737,-19,4,1028,NW,104.6,0,0,12,12
10738,-18,6,1029,NW,113.54,0,0,18,18
10739,-19,6,1029,NW,119.35,0,0,15,15
10740,-18,8,1028,NW,126.5,0,0,13,13
10741,-18,9,1027,NW,134.55,0,0,12,12
10742,-18,11,1026,NW,142.6,0,0,11,11
10743,-17,12,1025,NW,150.65,0,0,15,15
10744,-18,12,1024,NW,161.83,0,0,12,12
10745,-18,12,1024,NW,169.88,0,0,15,15
10746,-19,12,1024,NW,177.93,0,0,17,17
10747,-20,11,1025,NW,186.87,0,0,6,6
10748,-19,9,1026,NW,194.02,0,0,7,7
10749,-19,8,1028,NW,199.83,0,0,6,6
10750,-19,8,1028,NW,207.88,0,0,4,4
10751,-19,7,1029,NW,213.69,0,0,3,3
10752,-19,7,1029,NW,218.61,0,0,4,4
10753,-19,7,1029,NW,222.63,0,0,8,8
10754,-19,5,1029,NW,226.65,0,0,13,13
10755,-18,4,1029,NW,229.78,0,0,13,13
10756,-18,4,1028,NW,231.57,0,0,15,15
10757,-16,2,1028,cv,0.45,0,0,23,23
10758,-17,4,1029,NW,4.02,0,0,23,23
10759,-16,3,1029,NW,8.04,0,0,27,27
10760,-15,4,1029,NW,11.17,0,0,18,18
10761,-15,7,1030,NW,16.98,0,0,25,25
10762,-15,9,1030,NW,24.13,0,0,31,31
10763,-15,10,1030,NW,29.05,0,0,23,23
10764,-15,11,1030,NW,33.07,0,0,17,17
10765,-14,12,1028,cv,0.89,0,0,22,22
10766,-14,13,1027,NW,4.02,0,0,16,16
10767,-14,15,1026,NW,9.83,0,0,15,15
10768,-13,14,1025,NE,4.02,0,0,13,13
10769,-13,13,1025,NE,8.94,0,0,25,25
10770,-13,13,1025,SE,3.13,0,0,18,18
10771,-13,13,1025,SE,6.26,0,0,17,17
10772,-12,10,1025,SE,10.28,0,0,22,22
10773,-12,9,1026,SE,13.41,0,0,39,39
10774,-11,7,1026,SE,15.2,0,0,21,21
10775,-11,7,1026,SE,16.99,0,0,24,24
10776,-11,7,1026,SE,18.78,0,0,37,37
10777,-10,4,1026,cv,0.89,0,0,36,36
10778,-10,5,1026,SE,1.79,0,0,46,46
10779,-10,3,1026,cv,0.89,0,0,57,57
10780,-9,1,1025,NE,1.79,0,0,66,66
10781,-10,3,1025,SE,1.79,0,0,78,78
10782,-9,2,1026,cv,0.89,0,0,76,76
10783,-7,2,1026,SE,1.79,0,0,85,85
10784,-8,2,1027,cv,0.89,0,0,126,126
10785,-7,5,1027,SE,1.79,0,0,145,145
10786,-8,7,1027,SE,3.58,0,0,178,178
10787,-10,9,1027,cv,1.79,0,0,157,157
10788,-12,11,1026,NW,3.13,0,0,130,130
10789,-12,11,1026,NW,4.92,0,0,60,60
10790,-11,13,1025,NE,3.13,0,0,38,38
10791,-13,15,1024,NW,3.13,0,0,39,39
10792,-12,15,1024,cv,1.79,0,0,36,36
10793,-13,15,1024,cv,5.81,0,0,29,29
